reviewer_name,rating,date,visit_time,review_text,wisata
Anwar Nugraha,1,3 bulan lalu,Hari biasa,thanks jatim park 3,Jatim Park 3
Rak Mobil Malang,1,sebulan lalu,Tidak diketahui,"Penukaran/ beli tiket carnival jatim park 3 antri lama, hanya ada 2 spot, harusnya liburan gini ditambah spot tukar/beli tiketnya.. Padahal skrg jm 20.25, antrian tiket msh mengular panjang Waktu antrean 10-30 mnt",Jatim Park 3
Ariq Alwan,1,sebulan lalu,Tidak diketahui,"Datang kesini hanya ingin ke dinopark, tapi tiket harus beli bundling! Sangat disayangkan!terlebih wahana lain nya menurut saya kurang cocok untuk toddler. Karena high season/ musim libur tidak boleh membeli tiket untuk ke dinopark saja. Padahal saya lihat banner tiket dinopark itu 90 rb untuk weekdays, weekend 120 rb (banner dalam mall). Akhirnya hanya menghabiskan uang di wahana dalam mall ketimbang pulang dengan kekecewaan",Jatim Park 3
syahida susanti,1,3 bulan lalu,Tidak diketahui,Kesini lihat air mancur gratis aqua symphony lanjut main ke atas di lantai 2. Ada mbak2 penjual tiket pake baju ijo Jtp 3 d depan house of zombie ditanyain yang mana yang masuk rumah hantu karena disitu kita sbg pembeli bingung cuma disuruh lihat pricelist aja tapi ditanya malah diem aja gak jawab sampe kurang lebih 5 detik baru mas2 yang ngelayani tiket masuk d house zombie yang berdiri agak jauh baru bantu jawab. Dia cuma bilang jumlah nominal pembelian aja sambil bibirnya monyong tak berlipstik tanpa melihat pembeli tiket. Kebetulan tiket yg buka hanya di depan zombie aja karena yang di depan 6d tutup tak beroperasi dan pas saya beli tiket juga kondisi masih sepi karena masih jam setengah 7an masih banyak yg nonton aqua Symphony. Lanjut ke 6d cinema beli tiket lagi di mbak baju ijo depan house of zombie juga spt lagi diem aja cuma nyebutin jumlah nominal pembelian karena saya sudah inisiatif untuk menyebut jumlah tiket dan tujuan tiket. Diem apa kenapa ya mbak? Kesurupan apa sariawan ya kwkwkw Saran aja mbaknya jual tiketnya jangan deket house of zombie deh biar gak mode senyap gitu kwkwkw dipindah aja depan Circus,Jatim Park 3
Febryy Putri,1,2 minggu lalu,Hari biasa,"Satpam cewek rambut pendek kurang sopan . (Mohon maaf kak , pintu keluar buat customer ada di sebelah sana ya . Terima kasih) enak klo bilang gini ya . Lihat karyawan boleh keluar masuk dg pintu yg sama . Kerja nya senderan doang tuh satpam . Senyum aja ke customer gaada . Semoga diperbaiki lagi akhlak nya .",Jatim Park 3
Wati Kusuma,1,8 bulan lalu,Akhir pekan,"Pertama kali ke sini, karena antusias ngeliat dinosaurus, jebule zonk, yang mau kesini, ekspektasi nya jangan ketinggian ya karena harga tiketnya lumayan 170k di hari Jumat. Banyak banget minus nya mulai dari pendingin ruangan banyak yang rusak, jadi se gerah itu, hospitality yang kurang, susah banget ya senyum, mukanya pada kaku2 semua. Pas masuk ke Dino Park harusnya bisa seru kalo nyaman, tapi ini engap nya ampun, mau naik wahana kereta 5 zaman pun pas nonton berharap adem, ternyata emang engap ya, nursery room nya juga gada kipas sama sekali, coba sekali2 management nya study banding ke musium angkut, supaya bisa berbenah🙏🙏",Jatim Park 3
aohwb narus,1,seminggu lalu,Hari biasa,"karyawan yg jaga infinite world sok banget kocak. customer dijudesin, minimal senyum dikit. ga lu doang yg capek kerja",Jatim Park 3
Vava Ashter,1,setahun lalu,Tidak diketahui,"Di tambah ketika anak ku mau ke playground aku duduk karna capek anakku tak suruh tanya ke petugas nya apakah harus pakai kaos kaki ? Kalau memang iya gapapa anakku tak belikan kaos kaki di situ ga masalah kok . Ehhh malah mas nya bilang “kalo ga punya kaos kali pulang aja” ke anak saya !!! Masyaallah kenapa si harus gitu banget ?! Bisa kan bilang baik2 ke anak, ambil kaos kaki dulu ya dek , kan bisa 🙄 jutek amat … Lanjut pas di toilet wanita dong . Kebelet pipis banget pas di toilet udah pipis eehhhh tiba2 air untuk cbk nya ngga nyala , bingung banget panggil suami minta tolong eehhhh OB nya dengan cuek bilang “RUSAK” Ya Allah Bambang …. Kenapa ga di kasih tulisan mbang Bambang 😭 Auto kebingungan bersihkan pipis di mana jadi pake tisu basah ku sendiri 😭 Ya Allah asli pengalaman wisata di malang yang bikin kapok dan gak bakal tak ulangi lagi 😞",Jatim Park 3
Ardi Wicaksono,1,2 bulan lalu,Hari biasa,"Jatim Park terjelek. 1. Antrian tiket padahal bukan weekend tapi mengular karena loket yang buka hanya 2 (1 tunai dan 1 non tunai) 2. Antrian pemeriksaan tiket juga hanya 1, padahal line ada 2 dan ada petugas yang duduk² saja 3. Antrian kereta 5 zona terlalu lama (padahal bukan weekend), mungkin harus ditambah. 5. Alat2 dan wahana nya jorok dan kurang terawat. Overall untuk harga segitu ga cocok dengan yang didapat, beberapa dinosaurusnya juga salah bentuknya dan kurang niat. Mending ke JTP2 aja",Jatim Park 3
Endang W,1,8 bulan lalu,Tidak diketahui,"Kecewa berattttttttt.. Mau masuk udah antri disondol orang masuk antrian disikut sikut.. Giliran dah menuju jalur, jalur ditutup. Kecewaaa plus emosi",Jatim Park 3
