reviewer_name,rating,date,visit_time,review_text,wisata
Ukhtiana,4,1 minggu lalu,Hari libur nasional,"Seperti tempat liburan pada umumnya, bukanya jam 10 pagi dengan tiket yang bisa dibeli on the spot. Sayangnya untuk harga tiket berlaku tiket terusan, bisa dengan museum tubuh atau dengan museum angkut (dengan harga yang berbeda). Tempatnya luas dan banyak permiainan seru, kayaknya satu hari gak bakal cukup untuk explore keseluruhan tempat.",Jatim Park 1
Miss Ferlyn,5,1 minggu lalu,Hari biasa,"Cocok untuk edukasi science terutama untuk anak sekolah. Bisa dicoba alat peraga yang ada di dlm. Beli tiketnya sekalian tiket ke museum angkut. Lagi high season jadi agak mahal, cuman worth it lah harga segitu dgn segala wahana yg ada. Cuman ada bbrapa fasilitas yg tdk ter include dlm tiket.",Jatim Park 1
Lily Indahsari,5,1 bulan lalu,Hari biasa,"Untuk tiket rombongan saran saja lebih baik beli di tempat karena banyak potongan apalagi rombongan dari sekolahan, kalau untuk sendiri bisa beli tiket masuknya di online Kebetulan kesana pas waktu liburan sekolah jadi rame, walaupun rame kalau mau naik wahana tertentu antrinya nggak lama kok jadi tenang aja.",Jatim Park 1
Agritha PN,5,3 bulan lalu,Hari libur nasional,"Kesini tgl 6 april 2025. Rame banget, area bersih, banyak titik toilet jadi aman, naik wahana apapun gampang ga lama antrinya, banyak wahana gratis, ada juga yg berbayar start 25K. Harga makanan dan minuman normal. Saran kesini beli tiket online aja karna antriannya ga terlalu panjang, pake pakaian tertutup dan topi karna ini outdoor dan panas pool. Butuh 1 harian untuk bener bener bisa nikmatin semua. Seruuuu JTP 1 Kereeennn.",Jatim Park 1
Olivia Yunita,5,2 bulan lalu,Hari biasa,"Seru bgt wajib dikunjungi kalau ke malang 😁 Jatim park 1 punya wahana kurang-lebih 60 wahana seru dan banyak memacu adrenalin contohnya wahana keramat Deket gokart. Mulai dari wahana air, roller coaster bahkan rumah hantu pun ada Tempatnya luasss, pastiin pake alas kaki nyaman. Toilet tersedia cukup banyak, ada foodcourt jadi ga bakal kelaperan. Kesini tuh sengaja mau coba main gokart bayar terpisah bisa tunai atau Qris jadi praktis Dijamin ga akan bosen guys",Jatim Park 1
mita kusuma,5,1 minggu lalu,Akhir pekan,"Permainan beragam dari yang soft sampai yang extreme. Ada beberapa lokasi makanan di dalam jatim park 1, Saya berkunjung saat musim hujan,di sarankan membawa payung/jas hujan.",Jatim Park 1
yudistyawan yudistyawan,5,3 bulan lalu,Akhir pekan,"Terakhir kali kesini sudah lebih dari 10 tahun yang lalu, sekarang sdh lebih banyak perubahan dan lebih modern, banyak dilengkapi dengan tema science dan edukasi, ada juga tema etnik. wahana-wahana nya juga ada untuk segala usia, anak-anak hingga dewasa. dan yang utama diantaranya waterpark.",Jatim Park 1
Rani Fara Yunia,5,1 bulan lalu,Akhir pekan,"JTP1 sangat mengedukasi, wahananya lumayan banyak dan seru2, sayang waktu kesana lumayan rame karna musim outing klas, jd waktunya habis buat ngantri permainan, semoga nanti2 bs kesana lagi 😊",Jatim Park 1
Rizki Rachmansyah,5,2 bulan lalu,Akhir pekan,"Wisata Sambil Belajar Yaa Kesini , Belajar Sambil Happy , Belajar Sejarah Kebudayaan Indonesia Dan Diakhiri Dengan Happy Di Arena Permainan Dan Kolam Renang , Untuk Stand Makananya Juga Banyak Dan Murah2 Harga Standard , Ilmu Dapat Hati Senang Gembira , Mantap JTP1 JTP2 JTP3 Museum Angkut 👍👍👍 , Tinggal Ke Baloga Dan Ke BNS yang Belum",Jatim Park 1
Ervin Fitri Agusdiana,5,1 bulan lalu,Akhir pekan,"Kesini bersama teman teman, menghabiskan waktu dengan berbagai permainan yang sangat kerenmulai dari rumah pipa, rumah hantu, bombom car dan lain lain, ada juga miniatur indonesia dalam rumah adat dan baju adatnya, ada bagong anventure yang berceritatentang mulut dan keringkongan, serta tidak ketinggalan studio 3 film dimensi",Jatim Park 1
